# a8f9e966-10c0-4cfb-8807-4880cab69f21
# 39b6245a9ad2c490252216ad921ee7f73e400580
# x_m, y_m, psi_rad
-15.4472945, 2.1020275, -1.7984647
-15.4925945, 1.9075252, -1.8007604
-15.5385157, 1.7123540, -1.8029888
-15.5847469, 1.5177777, -1.8051358
-15.6313972, 1.3232563, -1.8071946
-15.6784788, 1.1286702, -1.8091751
-15.7259497, 0.9341296, -1.8110820
-15.7737153, 0.7399593, -1.8129185
-15.8218824, 0.5456718, -1.8147019
-15.8704544, 0.3512323, -1.8164828
-15.9191378, 0.1578137, -1.8182679
-15.9684982, -0.0368081, -1.8201112
-16.0180574, -0.2306715, -1.8220612
-16.0677892, -0.4235939, -1.8241335
-16.1184612, -0.6183825, -1.8265182
-16.1691077, -0.8110433, -1.8292687
-16.2206798, -1.0048810, -1.8324690
-16.2728553, -1.1983065, -1.8361567
-16.3253479, -1.3899054, -1.8403550
-16.3795155, -1.5840537, -1.8456137
-16.4340398, -1.7751455, -1.8520898
-16.4903955, -1.9674250, -1.8599030
-16.5481469, -2.1585593, -1.8687071
-16.6075402, -2.3487731, -1.8781955
-16.6688719, -2.5390505, -1.8868093
-16.7317185, -2.7288428, -1.8940947
-16.7957249, -2.9179507, -1.8999926
-16.8609322, -3.1073448, -1.9045378
-16.9266374, -3.2958208, -1.9076997
-16.9929736, -3.4846063, -1.9094777
-17.0594700, -3.6731882, -1.9098917
-17.1258624, -3.8616276, -1.9089763
-17.1922042, -4.0508697, -1.9067608
-17.2576487, -4.2392654, -1.9032981
-17.3226391, -4.4288526, -1.8985830
-17.3864085, -4.6181397, -1.8927426
-17.4490692, -4.8081034, -1.8859274
-17.5104131, -4.9987340, -1.8782031
-17.5700890, -5.1893374, -1.8702188
-17.6284306, -5.3810731, -1.8621192
-17.6850173, -5.5726043, -1.8540328
-17.7401652, -5.7649455, -1.8460325
-17.7937877, -5.9577420, -1.8381223
-17.8458353, -6.1507442, -1.8302965
-17.8964642, -6.3444846, -1.8225195
-17.9454964, -6.5382367, -1.8148068
-17.9930818, -6.7325470, -1.8071259
-18.0391802, -6.9272331, -1.7994691
-18.0837697, -7.1222016, -1.7917854
-18.1268598, -7.3175298, -1.7840496
-18.1684746, -7.5133586, -1.7763493
-18.2085455, -7.7092600, -1.7687887
-18.2471743, -7.9056029, -1.7613666
-18.2843805, -8.1022365, -1.7543022
-18.3201494, -8.2986381, -1.7476499
-18.3547671, -8.4959760, -1.7413010
-18.3880718, -8.6930031, -1.7352444
-18.4202444, -8.8904372, -1.7294610
-18.4513024, -9.0880612, -1.7239389
-18.4812543, -9.2855792, -1.7186867
-18.5102555, -9.4836882, -1.7136580
-18.5382257, -9.6815314, -1.7088617
-18.5653079, -9.8797971, -1.7042749
-18.5914836, -10.0780579, -1.6998844
-18.6167977, -10.2763485, -1.6956895
-18.6413220, -10.4749459, -1.6916615
-18.6650281, -10.6733444, -1.6878057
-18.6880222, -10.8721594, -1.6840992
-18.7102711, -11.0708556, -1.6805363
-18.7318309, -11.2696758, -1.6771109
-18.7527252, -11.4686039, -1.6738033
-18.7729612, -11.6674795, -1.6706149
-18.7925890, -11.8665762, -1.6675260
-18.8115997, -12.0656120, -1.6645331
-18.8300296, -12.2647672, -1.6616275
-18.8478866, -12.4639575, -1.6587946
-18.8651848, -12.6631777, -1.6560334
-18.8819402, -12.8624647, -1.6533267
-18.8981627, -13.0618142, -1.6506712
-18.9138552, -13.2611408, -1.6480572
-18.9290352, -13.4605836, -1.6454723
-18.9436978, -13.6599980, -1.6429149
-18.9578535, -13.8594783, -1.6403676
-18.9715059, -14.0590527, -1.6378290
-18.9846420, -14.2585152, -1.6352864
-18.9972834, -14.4582317, -1.6327295
-19.0093969, -14.6577149, -1.6301573
-19.0210044, -14.8574133, -1.6275495
-19.0320856, -15.0571016, -1.6249080
-19.0426296, -15.2567261, -1.6222157
-19.0526465, -15.4567023, -1.6194648
-19.0620835, -15.6561972, -1.6166538
-19.0709699, -15.8561340, -1.6137592
-19.0792600, -16.0558561, -1.6107871
-19.0869486, -16.2556564, -1.6077135
-19.0940217, -16.4557339, -1.6045355
-19.1004322, -16.6553398, -1.6012462
-19.1061882, -16.8555065, -1.5978213
-19.1112345, -17.0552155, -1.5942716
-19.1155609, -17.2551696, -1.5905631
-19.1191334, -17.4553150, -1.5866980
-19.1219091, -17.6549942, -1.5826643
-19.1238660, -17.8553299, -1.5784335
-19.1249544, -18.0550064, -1.5740237
-19.1251398, -18.2550314, -1.5693873
-19.1243753, -18.4552321, -1.5645308
-19.1226204, -18.6548779, -1.5594386
-19.1198110, -18.8552436, -1.5540706
-19.1159160, -19.0548730, -1.5484567
-19.1108621, -19.2547952, -1.5425390
-19.1045845, -19.4550259, -1.5363215
-19.0970609, -19.6544152, -1.5297772
-19.0881561, -19.8545631, -1.5228305
-19.0778510, -20.0541751, -1.5155520
-19.0660622, -20.2537379, -1.5079828
-19.0526917, -20.4538023, -1.5000962
-19.0377837, -20.6529341, -1.4920187
-19.0212144, -20.8523601, -1.4837548
-19.0029765, -21.0516678, -1.4752989
-18.9830504, -21.2506285, -1.4666159
-18.9613579, -21.4495334, -1.4576733
-18.9378624, -21.6482256, -1.4484656
-18.9125179, -21.8466372, -1.4389818
-18.8852703, -22.0447499, -1.4292024
-18.8560197, -22.2428186, -1.4190989
-18.8247882, -22.4402644, -1.4086813
-18.7914293, -22.6375861, -1.3979024
-18.7559011, -22.8345809, -1.3867635
-18.7182593, -23.0305772, -1.3752767
-18.6781265, -23.2270876, -1.3633373
-18.6357543, -23.4224557, -1.3510329
-18.5909515, -23.6172273, -1.3382970
-18.5434750, -23.8120206, -1.3250893
-18.4936714, -24.0050824, -1.3114986
-18.4408595, -24.1986608, -1.2973425
-18.3854592, -24.3908130, -1.2827635
-18.3273339, -24.5817410, -1.2676988
-18.2659070, -24.7729218, -1.2520420
-18.2020175, -24.9614547, -1.2359948
-18.1344055, -25.1507015, -1.2192413
-18.0640027, -25.3376846, -1.2020530
-17.9903367, -25.5234215, -1.1842727
-17.9129810, -25.7086101, -1.1658603
-17.8330696, -25.8903340, -1.1470462
-17.7483272, -26.0733875, -1.1273298
-17.6612719, -26.2520404, -1.1073036
-17.5694176, -26.4311310, -1.0863753
-17.4747272, -26.6065262, -1.0650458
-17.3756355, -26.7808990, -1.0429102
-17.2730540, -26.9523545, -1.0202405
-17.1663891, -27.1216606, -0.9968488
-17.0557880, -27.2883189, -0.9728247
-16.9411583, -27.4522330, -0.9481010
-16.8225787, -27.6130602, -0.9227145
-16.6995714, -27.7711895, -0.8965186
-16.5732149, -27.9250279, -0.8696807
-16.4414592, -28.0767658, -0.8416621
-16.3074191, -28.2225614, -0.8129223
-16.1666998, -28.3667807, -0.7821043
-16.0231083, -28.5049244, -0.7496396
-15.8745631, -28.6384194, -0.7139781
-15.7209553, -28.7664233, -0.6748336
-15.5626841, -28.8876908, -0.6322710
-15.3990017, -29.0022684, -0.5894711
-15.2311539, -29.1096162, -0.5487780
-15.0577657, -29.2109440, -0.5092660
-14.8831454, -29.3040323, -0.4699475
-14.7031062, -29.3909306, -0.4292016
-14.5196657, -29.4700962, -0.3850040
-14.3330925, -29.5406981, -0.3383453
-14.1418252, -29.6029202, -0.2905305
-13.9495098, -29.6554222, -0.2426193
-13.7534273, -29.6990579, -0.1954853
-13.5567321, -29.7333178, -0.1496653
-13.3580458, -29.7587605, -0.1052878
-13.1583946, -29.7754889, -0.0621081
-12.9588402, -29.7837073, -0.0204170
-12.7579113, -29.7836845, 0.0204891
-12.5587201, -29.7756508, 0.0599421
-12.3582214, -29.7596909, 0.0987972
-12.1602721, -29.7362863, 0.1364069
-11.9623066, -29.7053685, 0.1733230
-11.7658407, -29.6672832, 0.2094917
-11.5709311, -29.6222164, 0.2448448
-11.3775406, -29.5702950, 0.2796529
-11.1860830, -29.5117466, 0.3137837
-10.9972586, -29.4469487, 0.3472962
-10.8095441, -29.3754440, 0.3805082
-10.6255197, -29.2983344, 0.4130200
-10.4429461, -29.2147690, 0.4453836
-10.2639777, -29.1258154, 0.4770924
-10.0875836, -29.0310869, 0.5085028
-9.9139431, -28.9307281, 0.5395728
-9.7446181, -28.8257605, 0.5702773
-9.5768850, -28.7145380, 0.6006046
-9.4149202, -28.6000985, 0.6294800
-9.2540053, -28.4792898, 0.6584883
-9.0987341, -28.3555981, 0.6867796
-8.9453748, -28.2260990, 0.7158791
-8.7970332, -28.0931574, 0.7456668
-8.6520013, -27.9550247, 0.7765681
-8.5118759, -27.8129527, 0.8080429
-8.3759459, -27.6662575, 0.8386522
-8.2446282, -27.5157819, 0.8676408
-8.1174591, -27.3614817, 0.8950619
-7.9945983, -27.2040774, 0.9207372
-7.8754066, -27.0432709, 0.9448719
-7.7604018, -26.8803115, 0.9674060
-7.6484011, -26.7139536, 0.9888893
-7.5406671, -26.5464949, 1.0092243
-7.4353552, -26.3753421, 1.0290436
-7.3344757, -26.2040480, 1.0479766
-7.2356209, -26.0287590, 1.0665247
-7.1412202, -25.8540921, 1.0838714
-7.0484807, -25.6753785, 1.1001543
-6.9597760, -25.4977520, 1.1148945
-6.8724545, -25.3165171, 1.1284969
-6.7885181, -25.1364023, 1.1407157
-6.7058377, -24.9534227, 1.1518911
-6.6258111, -24.7711915, 1.1620340
-6.5471650, -24.5871335, 1.1718869
-6.4702819, -24.4022688, 1.1813849
-6.3955075, -24.2176647, 1.1904341
-6.3213499, -24.0297813, 1.1992403
-6.2501880, -23.8449081, 1.2073685
-6.1794054, -23.6565990, 1.2150391
-6.1105857, -23.4693335, 1.2221004
-6.0429495, -23.2813690, 1.2285774
-5.9759235, -23.0913973, 1.2345545
-5.9108928, -22.9037130, 1.2398425
-5.8461293, -22.7137349, 1.2445591
-5.7824139, -22.5240959, 1.2486638
-5.7195766, -22.3347024, 1.2521166
-5.6568389, -22.1435947, 1.2549754
-5.5951732, -21.9541294, 1.2571907
-5.5336196, -21.7637830, 1.2587711
-5.4720907, -21.5726838, 1.2597341
-5.4111065, -21.3828561, 1.2600596
-5.3498524, -21.1921831, 1.2597521
-5.2884825, -21.0015549, 1.2588218
-5.2270274, -20.8114722, 1.2572661
-5.1650586, -20.6210189, 1.2550798
-5.1026799, -20.4309201, 1.2522743
-5.0397380, -20.2411015, 1.2488548
-4.9760425, -20.0513819, 1.2448131
-4.9115156, -19.8619223, 1.2401569
-4.8460845, -19.6728816, 1.2349031
-4.7796655, -19.4843825, 1.2290394
-4.7118867, -19.2957487, 1.2225613
-4.6430028, -19.1080372, 1.2155121
-4.5727722, -18.9209213, 1.2078551
-4.5007965, -18.7337002, 1.1995984
-4.4275634, -18.5479510, 1.1908015
-4.3524359, -18.3623708, 1.1813776
-4.2754003, -18.1772624, 1.1713960
-4.1970258, -17.9942378, 1.1609096
-4.1158979, -17.8103162, 1.1497423
-4.0330689, -17.6281886, 1.1381060
-3.9485419, -17.4480421, 1.1259545
-3.8606489, -17.2666533, 1.1131256
-3.7714959, -17.0886013, 1.0999394
-3.6792859, -16.9104987, 1.0861025
-3.5845846, -16.7337176, 1.0718201
-3.4885076, -16.5604278, 1.0572072
-3.3877669, -16.3849833, 1.0418573
-3.2862986, -16.2144052, 1.0264182
-3.1806534, -16.0430113, 1.0103662
-3.0731555, -15.8747388, 0.9942173
-2.9628939, -15.7081788, 0.9778264
-2.8493637, -15.5426698, 0.9613044
-2.7342676, -15.3806512, 0.9449696
-2.6150614, -15.2185390, 0.9285647
-2.4948932, -15.0605343, 0.9126588
-2.3706996, -14.9025154, 0.8967510
-2.2453668, -14.7480926, 0.8812869
-2.1167689, -14.5946368, 0.8652009
-1.9862860, -14.4440189, 0.8483393
-1.8528246, -14.2954519, 0.8290650
-1.7168613, -14.1502513, 0.8064139
-1.5760347, -14.0074610, 0.7772766
-1.4321808, -13.8706761, 0.7416650
-1.2805630, -13.7377316, 0.6966647
-1.1247762, -13.6139329, 0.6452942
-0.9608012, -13.4977023, 0.5867731
-0.7909193, -13.3923301, 0.5227488
-0.6140904, -13.2983944, 0.4528753
-0.4307970, -13.2172626, 0.3804259
-0.2426137, -13.1499092, 0.3066478
-0.0490839, -13.0964947, 0.2318938
0.1470330, -13.0579122, 0.1563551
0.3461325, -13.0342942, 0.0795555
0.5465978, -13.0262288, 0.0004835
0.7451629, -13.0340970, -0.0802460
0.9459487, -13.0589331, -0.1665895
1.1398754, -13.1004762, -0.2566479
1.3303211, -13.1605009, -0.3555845
1.5149649, -13.2406879, -0.4652902
1.6872742, -13.3396993, -0.5750593
1.8489257, -13.4535299, -0.6431418
2.0046672, -13.5738643, -0.6668987
2.1620069, -13.7005361, -0.6901411
2.3065160, -13.8247850, -0.7348724
2.4521804, -13.9646407, -0.7945746
2.5878213, -14.1100701, -0.8445974
2.7204183, -14.2666154, -0.8906540
2.8407877, -14.4215050, -0.9287582
2.9617693, -14.5895721, -0.9644001
3.0710638, -14.7524400, -0.9942645
3.1779554, -14.9216991, -1.0200938
3.2829899, -15.0972954, -1.0428253
3.3806126, -15.2683425, -1.0607922
3.4772115, -15.4440728, -1.0749267
3.5726642, -15.6229041, -1.0855002
3.6646230, -15.7988123, -1.0920348
3.7565840, -15.9767044, -1.0946907
3.8489917, -16.1557947, -1.0935746
3.9411085, -16.3330411, -1.0888402
4.0345635, -16.5100287, -1.0805116
4.1297914, -16.6860281, -1.0685446
4.2279466, -16.8616199, -1.0531137
4.3286688, -17.0348704, -1.0347458
4.4320487, -17.2048160, -1.0132601
4.5411938, -17.3751531, -0.9882245
4.6540561, -17.5415330, -0.9608185
4.7694718, -17.7016058, -0.9308007
4.8941528, -17.8632624, -0.8965025
5.0225685, -18.0181937, -0.8604461
5.1514943, -18.1625381, -0.8223826
5.2983356, -18.3136720, -0.7764562
5.4415761, -18.4478163, -0.7273040
5.5993151, -18.5797802, -0.6645743
5.7573445, -18.6955322, -0.5985968
5.9301440, -18.8042025, -0.5268853
6.0969389, -18.9002645, -0.5421196
6.2557713, -19.0090561, -0.6518178
6.4129635, -19.1277158, -0.6153100
6.5801012, -19.2326018, -0.5052885
6.7609006, -19.3205253, -0.4024533
6.9522333, -19.3918335, -0.3130389
7.1402373, -19.4447858, -0.2376848
7.3426353, -19.4860995, -0.1660035
7.5355374, -19.5122057, -0.1039240
7.7394265, -19.5271668, -0.0431152
7.9363830, -19.5301412, 0.0123071
8.1378456, -19.5222099, 0.0659962
8.3370331, -19.5038749, 0.1171865
8.5346037, -19.4756949, 0.1658099
8.7331440, -19.4375810, 0.2132664
8.9260200, -19.3912536, 0.2578126
9.1192353, -19.3357938, 0.3009359
9.3089611, -19.2725629, 0.3421231
9.4957170, -19.2018881, 0.3810870
9.6811580, -19.1235043, 0.4184392
9.8616113, -19.0394142, 0.4533039
10.0401174, -18.9487729, 0.4860239
10.2158993, -18.8523982, 0.5166385
10.3880936, -18.7512891, 0.5448579
10.5580108, -18.6452142, 0.5709381
10.7249745, -18.5350793, 0.5950465
10.8892288, -18.4211211, 0.6178421
11.0511875, -18.3033444, 0.6394570
11.2102472, -18.1824823, 0.6599484
11.3670383, -18.0583057, 0.6795774
11.5215558, -17.9310269, 0.6983531
11.6734360, -17.8011682, 0.7163133
11.8231996, -17.6684833, 0.7335790
11.9706975, -17.5332829, 0.7501636
12.1158940, -17.3957779, 0.7661362
12.2589684, -17.2559597, 0.7815479
12.3999403, -17.1139603, 0.7964223
12.5387854, -16.9699542, 0.8107803
12.6754818, -16.8241140, 0.8246408
12.8104434, -16.6761302, 0.8380607
12.9432455, -16.5266020, 0.8510101
13.0740578, -16.3754830, 0.8635220
13.2033340, -16.2223674, 0.8756444
13.3303970, -16.0681882, 0.8873224
13.4558876, -15.9123017, 0.8986255
13.5797545, -15.7548819, 0.9095526
13.7013829, -15.5968517, 0.9200571
13.8221066, -15.4365908, 0.9302645
13.9408511, -15.2756266, 0.9400964
14.0576741, -15.1140264, 0.9495620
14.1738393, -14.9501335, 0.9587821
14.2877267, -14.7863366, 0.9676357
14.4006199, -14.6209102, 0.9762279
14.5121779, -14.4544307, 0.9845723
14.6214087, -14.2885017, 0.9926083
14.7306250, -14.1196599, 1.0006733
14.8376518, -13.9512417, 1.0087164
14.9433295, -13.7819609, 1.0166793
15.0479118, -13.6114969, 1.0242312
15.1511474, -13.4404464, 1.0312310
15.2532866, -13.2685984, 1.0377861
15.3543944, -13.0959810, 1.0440281
15.4544223, -12.9227981, 1.0499644
15.5534306, -12.7490669, 1.0556025
15.6515313, -12.5747107, 1.0609388
15.7486263, -12.4000271, 1.0659890
15.8449638, -12.2246789, 1.0707846
15.9404249, -12.0489888, 1.0753225
16.0351116, -11.8728730, 1.0796235
16.1291495, -11.6961952, 1.0836933
16.2223322, -11.5194420, 1.0875397
16.3149855, -11.3420849, 1.0911880
16.4069375, -11.1645391, 1.0946354
16.4982968, -10.9866779, 1.0979035
16.5891938, -10.8083229, 1.1009989
16.6793795, -10.6300394, 1.1039268
16.7691937, -10.4512247, 1.1067078
16.8584614, -10.2722928, 1.1093403
16.9472615, -10.0931487, 1.1118419
17.0357378, -9.9135585, 1.1142189
17.1236204, -9.7341268, 1.1164744
17.2112313, -9.5542475, 1.1186254
17.2984297, -9.3742574, 1.1206712
17.3852399, -9.1941517, 1.1226247
17.4718161, -9.0136508, 1.1244917
17.5579084, -8.8333163, 1.1262740
17.6437778, -8.6526376, 1.1279851
17.7293411, -8.4718224, 1.1296249
17.8145681, -8.2909662, 1.1312023
17.8995961, -8.1098054, 1.1327225
17.9842658, -7.9287062, 1.1341871
18.0687163, -7.7473951, 1.1356055
18.1529322, -7.5659265, 1.1369785
18.2368549, -7.3844472, 1.1383121
18.3205864, -7.2027540, 1.1396105
18.4040535, -7.0210226, 1.1408753
18.4872996, -6.8391729, 1.1421129
18.5703414, -6.6571809, 1.1433244
18.6531396, -6.4751447, 1.1445137
18.7357352, -6.2929841, 1.1456845
18.8181212, -6.1107229, 1.1468377
18.9002939, -5.9283770, 1.1479780
18.9822503, -5.7459589, 1.1491061
19.0640281, -5.5633902, 1.1502254
19.1455780, -5.3807843, 1.1513379
19.2269331, -5.1980702, 1.1524447
19.3080996, -5.0152364, 1.1535491
19.3890187, -4.8324159, 1.1546514
19.4698019, -4.6493576, 1.1557545
19.5503427, -4.4663017, 1.1568593
19.6306681, -4.2831862, 1.1579667
19.7108461, -4.0998540, 1.1590797
19.7907393, -3.9166163, 1.1601974
19.8705062, -3.7331070, 1.1613229
19.9500328, -3.5495840, 1.1624563
20.0292989, -3.3660903, 1.1635977
20.1084677, -3.1822427, 1.1647509
20.1873112, -2.9985654, 1.1659134
20.2660162, -2.8146181, 1.1670885
20.3444909, -2.6306083, 1.1682761
20.4226504, -2.4467296, 1.1694755
20.5007589, -2.2623528, 1.1706915
20.5785012, -2.0782140, 1.1719200
20.6560850, -1.8938148, 1.1731649
20.7334439, -1.7093036, 1.1744261
20.8104400, -1.5250026, 1.1757019
20.8874115, -1.3400921, 1.1769987
20.9639783, -1.1554751, 1.1783111
21.0403723, -0.9705845, 1.1796436
21.1165286, -0.7855656, 1.1809964
21.1922958, -0.6007776, 1.1823674
21.2680301, -0.4153390, 1.1837644
21.3433254, -0.2302319, 1.1851811
21.4184483, -0.0447895, 1.1866236
21.4932918, 0.1407385, 1.1880920
21.5677484, 0.3260980, 1.1895849
21.6421190, 0.5120547, 1.1911113
21.7160208, 0.6976675, 1.1926651
21.7897648, 0.8837343, 1.1942547
21.8631544, 1.0697793, 1.1958800
21.9361832, 1.2558046, 1.1975419
22.0090265, 1.4422804, 1.1992502
22.0813738, 1.6284352, 1.2009999
22.1535770, 1.8152014, 1.2028039
22.2253228, 2.0017991, 1.2046611
22.2967363, 2.1885834, 1.2065767
22.3678272, 2.3756163, 1.2085617
22.4384221, 2.5624790, 1.2106133
22.5087925, 2.7499330, 1.2127503
22.5786194, 2.9371781, 1.2149705
22.6481057, 3.1248079, 1.2172867
22.7171124, 3.3125072, 1.2197101
22.7856302, 3.5003121, 1.2222434
22.8537168, 3.6884517, 1.2249093
